Cell type	Mark	Array	Control	Treat
MG63	H3K27me3	ct_19_23	1392	2478
MG63	H3K27me3	ct_19_24	170	255
MG63	H3K27me3	ct_19_25	408	664
MG63	H3K27me3	ct_19_26	3035	4945
MG63	H3K27me3	ct_19_27	717	1262
MG63	H3K27me3	ct_19_28	1780	2757
MG63	H3K27me3	ct_19_29	805	1455
MG63	H3K27me3	ct_19_30	1167	1861
MG63	H3K27me3	ct_19_31	48	68
MG63	H3K27me3	ct_19_32	168	288
MG63	H3K27me3	ct_19_33	229	366
MG63	H3K27me3	ct_19_34	1773	3145
MG63	H3K27me3	ct_19_35	599	912
MG63	H3K27me3	ct_19_36	1500	2480
MG63	H3K27me3	ct_19_37	1686	3098
MG63	H3K27me3	ct_19_38	1504	2606
MG63	H3K27me3	ct_19_39	918	1652
MG63	H3K27me3	ct_19_40	2443	3766
MG63	H3K27me3	ct_19_41	86	164
MG63	H3K27me3	ct_19_42	92	119
MG63	H3K27me3	ct_19_43	229	383
MG63	H3K27me3	ct_19_44	3705	5913
MG63	H3K27me3	ct_19_45	237	371
MG63	H3K27me3	ct_19_46(q_arm)	161096	388612
MG63	H3K27me3	ct_20_1(p_arm)	88379	207533
MG63	H3K27me3	ct_20_2	206	427
MG63	H3K27me3	ct_20_3	2354	6054
MG63	H3K27me3	ct_20_4	2157	4258
MG63	H3K27me3	ct_20_5	521	1138
MG63	H3K27me3	ct_20_6	4161	7860
MG63	H3K27me3	ct_20_7	493	1002
MG63	H3K27me3	ct_20_8	34	44
MG63	H3K27me3	ct_20_9	3251	6238
MG63	H3K27me3	ct_20_10	10	19
MG63	H3K27me3	ct_20_11	2265	5506
MG63	H3K27me3	ct_20_12	590	1176
MG63	H3K27me3	ct_20_13	703	1820
MG63	H3K27me3	ct_20_14	2599	5967
MG63	H3K27me3	ct_20_15	311	685
MG63	H3K27me3	ct_20_16	403	1094
MG63	H3K27me3	ct_20_17	2565	7207
MG63	H3K27me3	ct_20_18	71	203
MG63	H3K27me3	ct_20_19	487	1561
MG63	H3K27me3	ct_20_20	338	718
MG63	H3K27me3	ct_20_21	2925	9451
MG63	H3K27me3	ct_20_22	2938	6008
MG63	H3K27me3	ct_20_23	1003	2893
MG63	H3K27me3	ct_20_24	2738	6169
MG63	H3K27me3	ct_20_25	501	948
MG63	H3K27me3	ct_20_26	2262	5005
MG63	H3K27me3	ct_20_27	678	1667
MG63	H3K27me3	ct_20_28	3243	7765
MG63	H3K27me3	ct_20_29	672	1971
MG63	H3K27me3	ct_20_30	2859	6410
MG63	H3K27me3	ct_20_31	507	1077
MG63	H3K27me3	ct_20_32	2096	5269
MG63	H3K27me3	ct_20_33	276	788
MG63	H3K27me3	ct_20_34	3673	7520
MG63	H3K27me3	ct_20_35	53726	114312
MG63	H3K27me3	ct_20_36	88129	164252
MG63	H3K27me3	ct_20_37(q_arm)	38645	66129
MG63	H3K27me3	ct_21_1	201	560
MG63	H3K27me3	ct_21_3	36	224
MG63	H3K27me3	ct_21_4	655	1689
MG63	H3K27me3	ct_21_5	670	1850
MG63	H3K27me3	ct_21_6	407	1046
MG63	H3K27me3	ct_21_7	1974	5612
MG63	H3K27me3	ct_21_8-DJ21	438	1167
MG63	H3K27me3	ct_21_9-DJ21	4	18
MG63	H3K27me3	ct_21_10-DJ21	420	1052
MG63	H3K27me3	ct_21_11-DJ21	32	82
MG63	H3K27me3	ct_21_12-DJ21	208	630
MG63	H3K27me3	ct_21_13-DJ21	2	7
MG63	H3K27me3	ct_21_14-DJ21	8	16
MG63	H3K27me3	ct_21_15-DJ21	120	216
MG63	H3K27me3	ct_21_16-DJ21	20	50
MG63	H3K27me3	ct_21_18-DJ21	288	1155
MG63	H3K27me3	ct_21_19-DJ21	88	340
MG63	H3K27me3	ct_21_20-DJ21	48	162
MG63	H3K27me3	ct_21_21-DJ21	2016	4957
MG63	H3K27me3	ct_21_22-DJ21	185	578
MG63	H3K27me3	ct_21_23-PJ21	27	59
MG63	H3K27me3	ct_21_24-PJ21	1296	3101
MG63	H3K27me3	ct_21_25-PJ21	40	146
MG63	H3K27me3	ct_21_26-PJ21	166	488
MG63	H3K27me3	ct_21_27-PJ21	1	2
MG63	H3K27me3	ct_21_28-PJ21	542	1626
MG63	H3K27me3	ct_21_29	1115	2380
MG63	H3K27me3	ct_21_30	480	1033
MG63	H3K27me3	ct_21_31	96	260
MG63	H3K27me3	ct_21_32	38	122
MG63	H3K27me3	ct_21_33	56	164
MG63	H3K27me3	ct_21_34	88	268
MG63	H3K27me3	ct_21_36	318	653
MG63	H3K27me3	ct_21_37	54	72
MG63	H3K27me3	ct_21_38	829	2025
MG63	H3K27me3	ct_21_39	241	382
MG63	H3K27me3	ct_21_40	549	1192
MG63	H3K27me3	ct_21_41	16	23
MG63	H3K27me3	ct_21_42	10	32
MG63	H3K27me3	ct_21_43	102	206
MG63	H3K27me3	ct_21_44	6	4
MG63	H3K27me3	ct_21_45	38	121
MG63	H3K27me3	ct_21_46	34	32
MG63	H3K27me3	ct_21_47	89	199
MG63	H3K27me3	ct_21_48	362	725
MG63	H3K27me3	ct_21_49	8	8
MG63	H3K27me3	ct_21_50	12	8
MG63	H3K27me3	ct_21_52	10	18
MG63	H3K27me3	ct_21_53	632	1238
MG63	H3K27me3	ct_21_54	148	306
MG63	H3K27me3	ct_21_55	244	442
MG63	H3K27me3	ct_21_56	1105	2147
MG63	H3K27me3	ct_21_57	256	470
MG63	H3K27me3	ct_21_58	2143	4895
MG63	H3K27me3	ct_21_59	4971	9568
MG63	H3K27me3	ct_21_60	1394	3176
MG63	H3K27me3	ct_21_61	1254	2548
MG63	H3K27me3	ct_21_62	135	240
MG63	H3K27me3	ct_21_63	26	74
MG63	H3K27me3	ct_21_64	4107	8382
MG63	H3K27me3	ct_21_65	3199	5181
MG63	H3K27me3	ct_21_66	25331	40636
MG63	H3K27me3	ct_21_67	1536	3174
MG63	H3K27me3	ct_21_68	6411	9879
MG63	H3K27me3	ct_21_69(q_arm)	166426	295618
MG63	H3K27me3	ct_22_1	218	587
MG63	H3K27me3	ct_22_2	2	7
MG63	H3K27me3	ct_22_3	22	105
MG63	H3K27me3	ct_22_4	48	148
MG63	H3K27me3	ct_22_5	87	192
MG63	H3K27me3	ct_22_6-DJ22	337	793
MG63	H3K27me3	ct_22_7-DJ22	8	2
MG63	H3K27me3	ct_22_8-DJ22	39	122
MG63	H3K27me3	ct_22_9-DJ22	1	3
MG63	H3K27me3	ct_22_10-DJ22	258	882
MG63	H3K27me3	ct_22_11-DJ22	20	53
MG63	H3K27me3	ct_22_12-DJ22	675	1278
MG63	H3K27me3	ct_22_13-DJ22	538	2167
MG63	H3K27me3	ct_22_14-DJ22	1738	3464
MG63	H3K27me3	ct_22_15-DJ22	178	646
MG63	H3K27me3	ct_22_16-DJ22	10	64
MG63	H3K27me3	ct_22_17-DJ22	350	752
MG63	H3K27me3	ct_22_18-DJ22	1086	3640
MG63	H3K27me3	ct_22_20-PJ22	472	857
MG63	H3K27me3	ct_22_21-PJ22	24	116
MG63	H3K27me3	ct_22_22-PJ22	1244	2662
MG63	H3K27me3	ct_22_23-PJ22	4125	12218
MG63	H3K27me3	ct_22_24	10896	21255
MG63	H3K27me3	ct_22_25	5517	9670
MG63	H3K27me3	ct_22_26	313	986
MG63	H3K27me3	ct_22_27	1916	5278
MG63	H3K27me3	ct_22_28	2902	7625
MG63	H3K27me3	ct_22_29	1360	3347
MG63	H3K27me3	ct_22_30	2760	6427
MG63	H3K27me3	ct_22_31	1944	3776
MG63	H3K27me3	ct_22_32	485	884
MG63	H3K27me3	ct_22_33	151	393
MG63	H3K27me3	ct_22_34	94	208
MG63	H3K27me3	ct_22_35	210	610
MG63	H3K27me3	ct_22_36	332	912
MG63	H3K27me3	ct_22_37	2	14
MG63	H3K27me3	ct_22_38	988	2436
MG63	H3K27me3	ct_22_39	170	409
MG63	H3K27me3	ct_22_40	225	540
MG63	H3K27me3	ct_22_41	1026	2287
MG63	H3K27me3	ct_22_42	8	2
MG63	H3K27me3	ct_22_43	44	128
MG63	H3K27me3	ct_22_44	34	69
MG63	H3K27me3	ct_22_45	16	48
MG63	H3K27me3	ct_22_46	101	236
MG63	H3K27me3	ct_22_47	440	902
MG63	H3K27me3	ct_22_48	2183	4881
MG63	H3K27me3	ct_22_49	984	2373
MG63	H3K27me3	ct_22_50	446	953
MG63	H3K27me3	ct_22_51	2072	4787
MG63	H3K27me3	ct_22_52	4	11
MG63	H3K27me3	ct_22_53	575	1338
MG63	H3K27me3	ct_22_54	54	146
MG63	H3K27me3	ct_22_55	1241	2519
MG63	H3K27me3	ct_22_56	816	1556
MG63	H3K27me3	ct_22_57	900	1767
MG63	H3K27me3	ct_22_58	30	35
MG63	H3K27me3	ct_22_59	26	70
MG63	H3K27me3	ct_22_60	174	322
MG63	H3K27me3	ct_22_61	14	31
MG63	H3K27me3	ct_22_62	61	112
MG63	H3K27me3	ct_22_63	6	18
MG63	H3K27me3	ct_22_64	108	193
MG63	H3K27me3	ct_22_65	2483	4847
MG63	H3K27me3	ct_22_66	511	1061
MG63	H3K27me3	ct_22_67	776	1508
MG63	H3K27me3	ct_22_68	1332	2855
MG63	H3K27me3	ct_22_69	337	768
MG63	H3K27me3	ct_22_70	2718	3826
MG63	H3K27me3	ct_22_71	2342	3593
MG63	H3K27me3	ct_22_72	1348	2116
MG63	H3K27me3	ct_22_73	901	1536
MG63	H3K27me3	ct_22_74	214	454
MG63	H3K27me3	ct_22_75	358	610
MG63	H3K27me3	ct_22_76	400	755
MG63	H3K27me3	ct_22_77	1514	3045
MG63	H3K27me3	ct_22_78	75	133
MG63	H3K27me3	ct_22_79	311	677
MG63	H3K27me3	ct_22_80	145	277
MG63	H3K27me3	ct_22_81	286	530
MG63	H3K27me3	ct_22_82	25	61
MG63	H3K27me3	ct_22_83	86	153
MG63	H3K27me3	ct_22_84	285	458
MG63	H3K27me3	ct_22_85	226	440
MG63	H3K27me3	ct_22_86	342	750
MG63	H3K27me3	ct_22_87	706	1419
MG63	H3K27me3	ct_22_88	1599	3237
MG63	H3K27me3	ct_22_89	432	1204
MG63	H3K27me3	ct_22_90	3650	8462
MG63	H3K27me3	ct_22_91	1457	3700
MG63	H3K27me3	ct_22_92	762	1781
MG63	H3K27me3	ct_22_93	3879	8314
MG63	H3K27me3	ct_22_94	677	1558
MG63	H3K27me3	ct_22_95	595	1097
MG63	H3K27me3	ct_22_96	718	1326
MG63	H3K27me3	ct_22_97	166	789
MG63	H3K27me3	ct_22_98	12191	24795
MG63	H3K27me3	ct_22_99	46021	86289
MG63	H3K27me3	ct_22_100	3404	9384
MG63	H3K27me3	ct_22_101	651	1715
MG63	H3K27me3	ct_22_102	24266	51713
MG63	H3K27me3	ct_22_103(q_arm)	17755	33017
MG63	H3K27me3	ct_X_1(p_arm)	77900	168609
MG63	H3K27me3	ct_X_2	48	67
MG63	H3K27me3	ct_X_3(q_arm)	80221	167858
BE2C	H3K27me3	ct_1_1(p_arm)	146281	382619
BE2C	H3K27me3	ct_1_2	7137	19309
BE2C	H3K27me3	ct_1_3	50	142
BE2C	H3K27me3	ct_1_4	43	134
BE2C	H3K27me3	ct_1_5	906	1689
BE2C	H3K27me3	ct_1_6	774	1579
BE2C	H3K27me3	ct_1_7	912	1816
BE2C	H3K27me3	ct_1_8	127	273
BE2C	H3K27me3	ct_1_9	555	1097
BE2C	H3K27me3	ct_1_10	89	195
BE2C	H3K27me3	ct_1_11	1362	2683
BE2C	H3K27me3	ct_1_12	501	1032
BE2C	H3K27me3	ct_1_13	382	783
BE2C	H3K27me3	ct_1_14	3289	6498
BE2C	H3K27me3	ct_1_15	52	150
BE2C	H3K27me3	ct_1_16	91	221
BE2C	H3K27me3	ct_1_17	1189	2266
BE2C	H3K27me3	ct_1_18	535	1015
BE2C	H3K27me3	ct_1_19	723	1415
BE2C	H3K27me3	ct_1_20	81	194
BE2C	H3K27me3	ct_1_21	12	14
BE2C	H3K27me3	ct_1_22	616	1739
BE2C	H3K27me3	ct_1_23	692	4041
BE2C	H3K27me3	ct_1_24	1294	5511
BE2C	H3K27me3	ct_1_25	631	3199
BE2C	H3K27me3	ct_1_26	12562	49445
BE2C	H3K27me3	ct_1_27	1500	6137
BE2C	H3K27me3	ct_1_28	6686	19599
BE2C	H3K27me3	ct_1_29	1624	6243
BE2C	H3K27me3	ct_1_30(q_arm)	72906	208246
BE2C	H3K27me3	ct_2_1(p_arm)	22801	55087
BE2C	H3K27me3	ct_2_2	30549	81183
BE2C	H3K27me3	ct_2_5	768	2571
BE2C	H3K27me3	ct_2_6	85	142
BE2C	H3K27me3	ct_2_7	2	10
BE2C	H3K27me3	ct_2_11	8	56
BE2C	H3K27me3	ct_2_12	8	30
BE2C	H3K27me3	ct_2_13	881	2952
BE2C	H3K27me3	ct_2_15	5371	15448
BE2C	H3K27me3	ct_2_16	227	1153
BE2C	H3K27me3	ct_2_17	218	686
BE2C	H3K27me3	ct_2_18	122	374
BE2C	H3K27me3	ct_2_19	105	259
BE2C	H3K27me3	ct_2_20	83	428
BE2C	H3K27me3	ct_2_21	100	330
BE2C	H3K27me3	ct_2_22	2862	11487
BE2C	H3K27me3	ct_2_23	2946	10313
BE2C	H3K27me3	ct_2_24	30	243
BE2C	H3K27me3	ct_2_25	233	1057
BE2C	H3K27me3	ct_2_26	89	334
BE2C	H3K27me3	ct_2_27	241	654
BE2C	H3K27me3	ct_2_29	17	48
BE2C	H3K27me3	ct_2_30	10	21
BE2C	H3K27me3	ct_2_31	14	173
BE2C	H3K27me3	ct_2_32	198	435
BE2C	H3K27me3	ct_2_33	3118	8779
BE2C	H3K27me3	ct_2_34	370	938
BE2C	H3K27me3	ct_2_35	1864	5707
BE2C	H3K27me3	ct_2_36	38	162
BE2C	H3K27me3	ct_2_37	10455	32168
BE2C	H3K27me3	ct_2_38	5266	15905
BE2C	H3K27me3	ct_2_39	935	1736
BE2C	H3K27me3	ct_2_40	24460	55068
BE2C	H3K27me3	ct_2_41	336	673
BE2C	H3K27me3	ct_2_42	366	1352
BE2C	H3K27me3	ct_2_43	7219	16374
BE2C	H3K27me3	ct_2_44(q_arm)	25722	78757
BE2C	H3K27me3	ct_3_1(p_arm)	161841	374180
BE2C	H3K27me3	ct_3_2	8023	19776
BE2C	H3K27me3	ct_3_3	1211	2782
BE2C	H3K27me3	ct_3_4	33	50
BE2C	H3K27me3	ct_3_5	699	1373
BE2C	H3K27me3	ct_3_6	71	148
BE2C	H3K27me3	ct_3_7	360	767
BE2C	H3K27me3	ct_3_8(q_arm)	197299	398692
BE2C	H3K27me3	ct_4_1(p_arm)	166438	376217
BE2C	H3K27me3	ct_4_2	825	1903
BE2C	H3K27me3	ct_4_3	235	600
BE2C	H3K27me3	ct_4_4	361	682
BE2C	H3K27me3	ct_4_5	237	401
BE2C	H3K27me3	ct_4_6	2	8
BE2C	H3K27me3	ct_4_8	36	97
BE2C	H3K27me3	ct_4_9	1431	2675
BE2C	H3K27me3	ct_4_10	287	584
BE2C	H3K27me3	ct_4_11	272	490
BE2C	H3K27me3	ct_4_13	2020	3881
BE2C	H3K27me3	ct_4_14	107	340
BE2C	H3K27me3	ct_4_15	84610	180167
BE2C	H3K27me3	ct_4_16(q_arm)	90831	217523
BE2C	H3K27me3	ct_5_1(p_arm)	155732	369794
BE2C	H3K27me3	ct_5_2	138	337
BE2C	H3K27me3	ct_5_3	216	574
BE2C	H3K27me3	ct_5_4(q_arm)	143662	306131
BE2C	H3K27me3	ct_6_1(p_arm)	140543	304081
BE2C	H3K27me3	ct_6_2	29021	73904
BE2C	H3K27me3	ct_6_3	4751	10179
BE2C	H3K27me3	ct_6_4	1230	2586
BE2C	H3K27me3	ct_6_5	21050	41476
BE2C	H3K27me3	ct_6_6	7199	14085
BE2C	H3K27me3	ct_6_7(q_arm)	117553	232725
BE2C	H3K27me3	ct_7_1(p_arm)	19028	46682
BE2C	H3K27me3	ct_7_2	20080	43226
BE2C	H3K27me3	ct_7_3	6536	12646
BE2C	H3K27me3	ct_7_4	1262	2358
BE2C	H3K27me3	ct_7_5	3556	7016
BE2C	H3K27me3	ct_7_6	5669	10925
BE2C	H3K27me3	ct_7_7	1067	2198
BE2C	H3K27me3	ct_7_8	979	2042
BE2C	H3K27me3	ct_7_9	7600	14493
BE2C	H3K27me3	ct_7_10	24	37
BE2C	H3K27me3	ct_7_11	7019	13211
BE2C	H3K27me3	ct_7_12	1176	2249
BE2C	H3K27me3	ct_7_13	129	185
BE2C	H3K27me3	ct_7_14	510	972
BE2C	H3K27me3	ct_7_15	360	638
BE2C	H3K27me3	ct_7_16	496	932
BE2C	H3K27me3	ct_7_17	421	1007
BE2C	H3K27me3	ct_7_18	240	404
BE2C	H3K27me3	ct_7_19	519	980
BE2C	H3K27me3	ct_7_20	107	185
BE2C	H3K27me3	ct_7_21	50	80
BE2C	H3K27me3	ct_7_22	10	6
BE2C	H3K27me3	ct_7_23	200	340
BE2C	H3K27me3	ct_7_24	8	26
BE2C	H3K27me3	ct_7_25	22	32
BE2C	H3K27me3	ct_7_26	178	374
BE2C	H3K27me3	ct_7_27	144	368
BE2C	H3K27me3	ct_7_28	910	1544
BE2C	H3K27me3	ct_7_29	191	359
BE2C	H3K27me3	ct_7_30	77	190
BE2C	H3K27me3	ct_7_31	598	1166
BE2C	H3K27me3	ct_7_32	96	155
BE2C	H3K27me3	ct_7_33	654	1293
BE2C	H3K27me3	ct_7_34	65	105
BE2C	H3K27me3	ct_7_35	623	1234
BE2C	H3K27me3	ct_7_36	721	1574
BE2C	H3K27me3	ct_7_37	1032	2063
BE2C	H3K27me3	ct_7_38	479	898
BE2C	H3K27me3	ct_7_39	564	944
BE2C	H3K27me3	ct_7_40	13927	27135
BE2C	H3K27me3	ct_7_41	6883	13588
BE2C	H3K27me3	ct_7_42	5659	10834
BE2C	H3K27me3	ct_7_43	176	317
BE2C	H3K27me3	ct_7_44	1197	2325
BE2C	H3K27me3	ct_7_45	2199	4653
BE2C	H3K27me3	ct_7_46	280	496
BE2C	H3K27me3	ct_7_47	6114	12036
BE2C	H3K27me3	ct_7_48	6920	14151
BE2C	H3K27me3	ct_7_49	20055	45031
BE2C	H3K27me3	ct_7_50(q_arm)	73699	150181
BE2C	H3K27me3	ct_8_1(p_arm)	165149	349499
BE2C	H3K27me3	ct_8_2	9112	23207
BE2C	H3K27me3	ct_8_3	728	1399
BE2C	H3K27me3	ct_8_4	96	184
BE2C	H3K27me3	ct_8_5	378	704
BE2C	H3K27me3	ct_8_6	485	1162
BE2C	H3K27me3	ct_8_7	307	567
BE2C	H3K27me3	ct_8_8	209	476
BE2C	H3K27me3	ct_8_9	7	18
BE2C	H3K27me3	ct_8_10	2832	5671
BE2C	H3K27me3	ct_8_11	4035	8001
BE2C	H3K27me3	ct_8_12	978	2064
BE2C	H3K27me3	ct_8_13	428	906
BE2C	H3K27me3	ct_8_14	554	1123
BE2C	H3K27me3	ct_8_15	3443	7141
BE2C	H3K27me3	ct_8_16	41006	84795
BE2C	H3K27me3	ct_8_17(q_arm)	102719	213989
BE2C	H3K27me3	ct_9_1(p_arm)	1109	2253
BE2C	H3K27me3	ct_9_2	1448	5188
BE2C	H3K27me3	ct_9_3	180	418
BE2C	H3K27me3	ct_9_4	1188	3336
BE2C	H3K27me3	ct_9_5	85	290
BE2C	H3K27me3	ct_9_6	177	997
BE2C	H3K27me3	ct_9_7	1439	4341
BE2C	H3K27me3	ct_9_8	7009	19726
BE2C	H3K27me3	ct_9_9	362	726
BE2C	H3K27me3	ct_9_10	2426	4858
BE2C	H3K27me3	ct_9_11	1203	3706
BE2C	H3K27me3	ct_9_12	874	2419
BE2C	H3K27me3	ct_9_13	1524	4241
BE2C	H3K27me3	ct_9_14	49	67
BE2C	H3K27me3	ct_9_15	1037	2300
BE2C	H3K27me3	ct_9_16	257	1211
BE2C	H3K27me3	ct_9_17	219	812
BE2C	H3K27me3	ct_9_18	200	476
BE2C	H3K27me3	ct_9_19	2402	5108
BE2C	H3K27me3	ct_9_20	284	559
BE2C	H3K27me3	ct_9_21	1591	3310
BE2C	H3K27me3	ct_9_22	482	1210
BE2C	H3K27me3	ct_9_23	17954	38344
BE2C	H3K27me3	ct_9_24	699	1435
BE2C	H3K27me3	ct_9_25	4878	9968
BE2C	H3K27me3	ct_9_26	325	716
BE2C	H3K27me3	ct_9_27	1338	3421
BE2C	H3K27me3	ct_9_28	754	2069
BE2C	H3K27me3	ct_9_29	99	262
BE2C	H3K27me3	ct_9_30	2685	5367
BE2C	H3K27me3	ct_9_31	2459	4842
BE2C	H3K27me3	ct_9_32	6265	11836
BE2C	H3K27me3	ct_9_33	4055	7338
BE2C	H3K27me3	ct_9_34	1154	2144
BE2C	H3K27me3	ct_9_35	2760	4962
BE2C	H3K27me3	ct_9_36	3106	6117
BE2C	H3K27me3	ct_9_37	399	800
BE2C	H3K27me3	ct_9_38	530	1112
BE2C	H3K27me3	ct_9_39	2626	5336
BE2C	H3K27me3	ct_9_40	106	162
BE2C	H3K27me3	ct_9_41	679	1368
BE2C	H3K27me3	ct_9_42	1084	2204
BE2C	H3K27me3	ct_9_43	2610	5368
BE2C	H3K27me3	ct_9_44	119	264
BE2C	H3K27me3	ct_9_45	90	150
BE2C	H3K27me3	ct_9_46	157	327
BE2C	H3K27me3	ct_9_47	1675	3426
BE2C	H3K27me3	ct_9_48	362	1019
BE2C	H3K27me3	ct_9_49	519	1350
BE2C	H3K27me3	ct_9_50	274	664
BE2C	H3K27me3	ct_9_51	1653	3743
BE2C	H3K27me3	ct_9_52	230	518
BE2C	H3K27me3	ct_9_53	2010	5074
BE2C	H3K27me3	ct_9_54	21100	46744
BE2C	H3K27me3	ct_9_55	650	1323
BE2C	H3K27me3	ct_9_56	1766	4092
BE2C	H3K27me3	ct_9_57	233	401
BE2C	H3K27me3	ct_9_58	870	1928
BE2C	H3K27me3	ct_9_59	138	695
BE2C	H3K27me3	ct_9_60	220	653
BE2C	H3K27me3	ct_9_61	3460	11261
BE2C	H3K27me3	ct_9_62	2880	9046
BE2C	H3K27me3	ct_9_63	944	2847
BE2C	H3K27me3	ct_9_64	25950	81841
BE2C	H3K27me3	ct_9_65(q_arm)	16094	40565
BE2C	H3K27me3	ct_10_1(p_arm)	107013	225934
BE2C	H3K27me3	ct_10_2	115	264
BE2C	H3K27me3	ct_10_3	3494	6629
BE2C	H3K27me3	ct_10_4	988	1670
BE2C	H3K27me3	ct_10_5	579	1149
BE2C	H3K27me3	ct_10_6	723	1316
BE2C	H3K27me3	ct_10_7	862	1554
BE2C	H3K27me3	ct_10_8	64	119
BE2C	H3K27me3	ct_10_9	9	29
BE2C	H3K27me3	ct_10_10	100	206
BE2C	H3K27me3	ct_10_11	893	1641
BE2C	H3K27me3	ct_10_12	362	755
BE2C	H3K27me3	ct_10_13	122	546
BE2C	H3K27me3	ct_10_14	1284	2883
BE2C	H3K27me3	ct_10_15	1669	3194
BE2C	H3K27me3	ct_10_16	7460	16624
BE2C	H3K27me3	ct_10_17(q_arm)	100479	251556
BE2C	H3K27me3	ct_11_1(p_arm)	55483	115174
BE2C	H3K27me3	ct_11_2	19194	38728
BE2C	H3K27me3	ct_11_3	2598	5448
BE2C	H3K27me3	ct_11_4	820	1434
BE2C	H3K27me3	ct_11_5	3238	6616
BE2C	H3K27me3	ct_11_6	220	410
BE2C	H3K27me3	ct_11_7(q_arm)	77659	176854
BE2C	H3K27me3	ct_12_1(p_arm)	54428	126220
BE2C	H3K27me3	ct_12_2	113175	258973
BE2C	H3K27me3	ct_12_3	55	105
BE2C	H3K27me3	ct_12_4	91	196
BE2C	H3K27me3	ct_12_5	2077	5261
BE2C	H3K27me3	ct_12_6	3326	8357
BE2C	H3K27me3	ct_12_7	23	54
BE2C	H3K27me3	ct_12_8	6	22
BE2C	H3K27me3	ct_12_9	1550	3304
BE2C	H3K27me3	ct_12_10	3464	8915
BE2C	H3K27me3	ct_12_11	16394	43431
BE2C	H3K27me3	ct_12_12(q_arm)	143466	323970
BE2C	H3K27me3	ct_13_1-DJ13	557	1053
BE2C	H3K27me3	ct_13_2-DJ13	14	20
BE2C	H3K27me3	ct_13_3-DJ13	86	228
BE2C	H3K27me3	ct_13_4-DJ13	14	18
BE2C	H3K27me3	ct_13_5-DJ13	22	29
BE2C	H3K27me3	ct_13_6-DJ13	255	903
BE2C	H3K27me3	ct_13_7-DJ13	1438	7597
BE2C	H3K27me3	ct_13_8-DJ13	81	395
BE2C	H3K27me3	ct_13_9-DJ13	2665	7307
BE2C	H3K27me3	ct_13_10-DJ13	625	2689
BE2C	H3K27me3	ct_13_11-PJ13	18	51
BE2C	H3K27me3	ct_13_12-PJ13	12	72
BE2C	H3K27me3	ct_13_14-PJ13	178	347
BE2C	H3K27me3	ct_13_15	42	66
BE2C	H3K27me3	ct_13_16	2862	5566
BE2C	H3K27me3	ct_13_17	137	297
BE2C	H3K27me3	ct_13_18	495	1192
BE2C	H3K27me3	ct_13_19	585	1053
BE2C	H3K27me3	ct_13_20	25	70
BE2C	H3K27me3	ct_13_21	378	673
BE2C	H3K27me3	ct_13_22	460	1028
BE2C	H3K27me3	ct_13_23	463	806
BE2C	H3K27me3	ct_13_24	11	29
BE2C	H3K27me3	ct_13_25	2945	5552
BE2C	H3K27me3	ct_13_26	14	20
BE2C	H3K27me3	ct_13_27	24	54
BE2C	H3K27me3	ct_13_28	24	24
BE2C	H3K27me3	ct_13_29	17	34
BE2C	H3K27me3	ct_13_30	376	735
BE2C	H3K27me3	ct_13_31	664	1472
BE2C	H3K27me3	ct_13_32	188	338
BE2C	H3K27me3	ct_13_33	752	1372
BE2C	H3K27me3	ct_13_34	119	198
BE2C	H3K27me3	ct_13_35	1543	3263
BE2C	H3K27me3	ct_13_36	536	1052
BE2C	H3K27me3	ct_13_37	346	705
BE2C	H3K27me3	ct_13_38	250	548
BE2C	H3K27me3	ct_13_39	40	68
BE2C	H3K27me3	ct_13_40	12	20
BE2C	H3K27me3	ct_13_41	1808	3553
BE2C	H3K27me3	ct_13_42	2269	4377
BE2C	H3K27me3	ct_13_43	3212	6724
BE2C	H3K27me3	ct_13_44	6723	13067
BE2C	H3K27me3	ct_13_45	1588	2956
BE2C	H3K27me3	ct_13_46	4041	8182
BE2C	H3K27me3	ct_13_47	83171	215618
BE2C	H3K27me3	ct_13_48(q_arm)	66330	164975
BE2C	H3K27me3	ct_14_1	33	42
BE2C	H3K27me3	ct_14_2	188	348
BE2C	H3K27me3	ct_14_3	2030	4009
BE2C	H3K27me3	ct_14_4-DJ14	978	2042
BE2C	H3K27me3	ct_14_5-DJ14	83	132
BE2C	H3K27me3	ct_14_6-DJ14	421	888
BE2C	H3K27me3	ct_14_7-DJ14	22	31
BE2C	H3K27me3	ct_14_8-DJ14	166	304
BE2C	H3K27me3	ct_14_9-DJ14	14	37
BE2C	H3K27me3	ct_14_10-DJ14	28	66
BE2C	H3K27me3	ct_14_11-DJ14	96	315
BE2C	H3K27me3	ct_14_13-DJ14	589	1751
BE2C	H3K27me3	ct_14_14-DJ14	1392	7454
BE2C	H3K27me3	ct_14_15-PJ14	1901	4134
BE2C	H3K27me3	ct_14_16-PJ14	1042	3762
BE2C	H3K27me3	ct_14_17-PJ14	116	557
BE2C	H3K27me3	ct_14_18-PJ14	1739	4311
BE2C	H3K27me3	ct_14_19-PJ14	1171	2999
BE2C	H3K27me3	ct_14_20	381	790
BE2C	H3K27me3	ct_14_21	584	1162
BE2C	H3K27me3	ct_14_22	735	1481
BE2C	H3K27me3	ct_14_23	169	442
BE2C	H3K27me3	ct_14_24	294	615
BE2C	H3K27me3	ct_14_25	120	253
BE2C	H3K27me3	ct_14_27	339	624
BE2C	H3K27me3	ct_14_28	934	1805
